Number,VcsUrl,JobName,Repo,Link,Inspection_1,Subtype_1,Purpose,IS_CONFLICT?Purpose,2 Label,2 Remarks,3 remarks,Final Label,Final Label notes,Programming Purposes,Mechanism_1,Mechanism_2,IS_CONFLICT?Mechanism,,Programming Mechanisms,Impact (HALT/SKIP/MINIMIZE),magnitude,IS_CONFLICT_Magnitude,Final_magnitude,Programming Magnitude,Remark_1,Purpose_sub,Remark_2,VcsUrl,JobName,Repo,Link,Related statements,From original only,WeightedMiddle,AverageRatio,HighestRatio,LowestRatio,ValidBuildCount,Random,NonZeroBuildCount,MaxNonZeroBuildCountPerMonth,HitRule
121,https://github.com/hashicorp/vault,linux_386_package,hashicorp/vault,linux_386_package,#N/A,Skip creating cache when cache has been already made,Skip if the cache to build already exists,0,,,,,,Skip creating cache when cache has been already made,Checking a cache file using find command,Use find command.,0,,Checking a cache file using find command,HALT,Remaining steps,0,,Remaining steps,,,Check cache status,https://github.com/hashicorp/vault,linux_386_package,hashicorp/vault,linux_386_package,"if ! { PKG=$(find .buildcache/packages/store -maxdepth 1 -mindepth 1 -name '*.zip' 2> /dev/null) && [ -n ""$PKG"" ]; }; then",,0.191943847,0.225499191,0.355379735,0.127926336,1676,7905110543753338977,1782,685,TRUE
95,https://github.com/hashicorp/vault,linux_amd64_package,hashicorp/vault,linux_amd64_package,#N/A,Skip creating cache when cache has been already made,Skip if the cache to build already exists,0,,,,,,Skip creating cache when cache has been already made,Checking a cache file using find command,Use find command.,0,,Checking a cache file using find command,HALT,Remaining steps,0,,Remaining steps,,,Check cache status,https://github.com/hashicorp/vault,linux_amd64_package,hashicorp/vault,linux_amd64_package,"if ! { PKG=$(find .buildcache/packages/store -maxdepth 1 -mindepth 1 -name '*.zip' 2> /dev/null) && [ -n ""$PKG"" ]; }; then",,0.172996083,0.22229366,0.348438221,0.122686197,1670,10544431553447516395,1775,681,TRUE
75,https://github.com/hashicorp/vault,linux_arm_package,hashicorp/vault,linux_arm_package,#N/A,Skip creating cache when cache has been already made,Skip if the cache to build already exists,0,,,,,,Skip creating cache when cache has been already made,Checking a cache file using find command,Use find command.,0,,Checking a cache file using find command,HALT,Remaining steps,0,,Remaining steps,,,Check cache status,https://github.com/hashicorp/vault,linux_arm_package,hashicorp/vault,linux_arm_package,"if ! { PKG=$(find .buildcache/packages/store -maxdepth 1 -mindepth 1 -name '*.zip' 2> /dev/null) && [ -n ""$PKG"" ]; }; then",,0.186017469,0.228841947,0.334183682,0.126266855,1675,11964759697857184342,1780,684,TRUE
89,https://github.com/hashicorp/vault,linux_arm64_package,hashicorp/vault,linux_arm64_package,#N/A,Skip creating cache when cache has been already made,Skip if the cache to build already exists,0,,,,,,Skip creating cache when cache has been already made,Checking a cache file using find command,Use find command.,0,,Checking a cache file using find command,HALT,Remaining steps,0,,Remaining steps,,,Check cache status,https://github.com/hashicorp/vault,linux_arm64_package,hashicorp/vault,linux_arm64_package,"if ! { PKG=$(find .buildcache/packages/store -maxdepth 1 -mindepth 1 -name '*.zip' 2> /dev/null) && [ -n ""$PKG"" ]; }; then",,0.202682791,0.21492987,0.331373861,0.063583704,1679,11154348149055200178,1785,687,TRUE
57,https://github.com/hashicorp/vault,netbsd_386_package,hashicorp/vault,netbsd_386_package,#N/A,Skip creating cache when cache has been already made,Skip if the cache to build already exists,0,,,,,,Skip creating cache when cache has been already made,Checking a cache file using find command,Use find command.,0,,Checking a cache file using find command,HALT,Remaining steps,0,,Remaining steps,,,Check cache status,https://github.com/hashicorp/vault,netbsd_386_package,hashicorp/vault,netbsd_386_package,"if ! { PKG=$(find .buildcache/packages/store -maxdepth 1 -mindepth 1 -name '*.zip' 2> /dev/null) && [ -n ""$PKG"" ]; }; then",,0.19465681,0.240774954,0.431193567,0.139950645,1672,13251087711679913494,1777,682,TRUE
7,https://github.com/hashicorp/vault,netbsd_amd64_package,hashicorp/vault,netbsd_amd64_package,yes,Skip creating cache when cache has been already made,Skip if the cache to build already exists,0,,,,,,Skip creating cache when cache has been already made,Checking a cache file using find command,Use find command.,0,,Checking a cache file using find command,HALT,Remaining steps,0,,Remaining steps,,,Check cache status,https://github.com/hashicorp/vault,netbsd_amd64_package,hashicorp/vault,netbsd_amd64_package,"if ! { PKG=$(find .buildcache/packages/store -maxdepth 1 -mindepth 1 -name '*.zip' 2> /dev/null) && [ -n ""$PKG"" ]; }; then",,0.208085683,0.240315226,0.438710421,0.061218634,1675,17695050214073789283,1781,684,TRUE
44,https://github.com/hashicorp/vault,openbsd_386_package,hashicorp/vault,openbsd_386_package,#N/A,Skip creating cache when cache has been already made,Skip if the cache to build already exists,0,,,,,,Skip creating cache when cache has been already made,Checking a cache file using find command,Use find command.,0,,Checking a cache file using find command,HALT,Remaining steps,0,,Remaining steps,,,Check cache status,https://github.com/hashicorp/vault,openbsd_386_package,hashicorp/vault,openbsd_386_package,"if ! { PKG=$(find .buildcache/packages/store -maxdepth 1 -mindepth 1 -name '*.zip' 2> /dev/null) && [ -n ""$PKG"" ]; }; then",,0.193020524,0.198085131,0.32894008,0.071431832,1674,14096097608019708993,1779,684,TRUE
97,https://github.com/hashicorp/vault,openbsd_amd64_package,hashicorp/vault,openbsd_amd64_package,#N/A,Skip creating cache when cache has been already made,Skip if the cache to build already exists,0,,,,,,Skip creating cache when cache has been already made,Checking a cache file using find command,Use find command.,0,,Checking a cache file using find command,HALT,Remaining steps,0,,Remaining steps,,,Check cache status,https://github.com/hashicorp/vault,openbsd_amd64_package,hashicorp/vault,openbsd_amd64_package,"if ! { PKG=$(find .buildcache/packages/store -maxdepth 1 -mindepth 1 -name '*.zip' 2> /dev/null) && [ -n ""$PKG"" ]; }; then",,0.194237188,0.238231702,0.352812823,0.135932609,1677,10475002124683617822,1783,686,TRUE
94,https://github.com/hashicorp/vault,pre-flight-checks,hashicorp/vault,pre-flight-checks,#N/A,x,x,1,x,,,,,x,Checking a cache file using find command,,1,x,x,HALT,,1,x,x,,,,https://github.com/hashicorp/vault,pre-flight-checks,hashicorp/vault,pre-flight-checks,,,0.671470206,0.67173952,0.712015366,0.59383089,11940,10640551184030000871,12702,1094,TRUE
115,https://github.com/hashicorp/vault,solaris_amd64_package,hashicorp/vault,solaris_amd64_package,#N/A,Skip creating cache when cache has been already made,Skip if the cache to build already exists,0,,,,,,Skip creating cache when cache has been already made,Checking a cache file using find command,Use find command.,0,,Checking a cache file using find command,HALT,Remaining steps,0,,Remaining steps,,,Check cache status,https://github.com/hashicorp/vault,solaris_amd64_package,hashicorp/vault,solaris_amd64_package,"if ! { PKG=$(find .buildcache/packages/store -maxdepth 1 -mindepth 1 -name '*.zip' 2> /dev/null) && [ -n ""$PKG"" ]; }; then",,0.193217709,0.240286868,0.341133133,0.130733214,1674,8431700427005284174,1779,685,TRUE
31,https://github.com/hashicorp/vault,test-go,hashicorp/vault,test-go,#N/A,"Skip testing for specific branches (e.g., ui)",Skip on certain branches,0,,,,Avoiding unnecessary build in dev branches when certain folders are not changed,"May be accel. Although it's branch-related, all branches are similar",Avoiding unnecessary build in dev branches when certain folders are not changed,Check branch name using environment variable;,Use Circle CI env var.,1,,Check branch name using Circle CI environment variable;,HALT,Remaining steps,0,,Remaining steps,,,If the branch being tested starts with ui/ or docs/ we want to exit the job without failing,https://github.com/hashicorp/vault,test-go,hashicorp/vault,test-go,"[[ ""$CIRCLE_BRANCH"" = ui/* || ""$CIRCLE_BRANCH"" = docs/* ]] && {",,0.226329178,0.307773859,1.203230557,0.034340057,8164,15242829266546352456,8682,679,TRUE
51,https://github.com/hashicorp/vault,test-go-race,hashicorp/vault,test-go-race,#N/A,"Skip testing for specific branches (e.g., ui)",Skip on certain branches,0,,,,,,Avoiding unnecessary build in dev branches when certain folders are not changed,Check branch name using environment variable;,Use Circle CI env var.,1,,Check branch name using Circle CI environment variable;,HALT,Remaining steps,0,,Remaining steps,,,If the branch being tested starts with ui/ or docs/ we want to exit the job without failing,https://github.com/hashicorp/vault,test-go-race,hashicorp/vault,test-go-race,"[[ ""$CIRCLE_BRANCH"" = ui/* || ""$CIRCLE_BRANCH"" = docs/* ]] && {",,0.588160032,0.441064799,0.945680551,0,3493,13751411095139331410,3715,462,TRUE
100,https://github.com/hashicorp/vault,test-go-race-remote-docker,hashicorp/vault,test-go-race-remote-docker,#N/A,"Skip testing for specific branches (e.g., ui)",Skip on certain branches,0,,,,,,Avoiding unnecessary build in dev branches when certain folders are not changed,Check branch name using environment variable;,Use Circle CI env var.,1,,Check branch name using Circle CI environment variable;,HALT,Remaining steps,0,,Remaining steps,,,If the branch being tested starts with ui/ or docs/ we want to exit the job without failing,https://github.com/hashicorp/vault,test-go-race-remote-docker,hashicorp/vault,test-go-race-remote-docker,"[[ ""$CIRCLE_BRANCH"" = ui/* || ""$CIRCLE_BRANCH"" = docs/* ]] && {",,0.687622573,0.691677183,0.732552377,0.639034321,1336,10082590130917456360,1421,490,TRUE
28,https://github.com/hashicorp/vault,test-go-remote-docker,hashicorp/vault,test-go-remote-docker,#N/A,"Skip testing for specific branches (e.g., ui)",Skip on certain branches,0,,,,,,Avoiding unnecessary build in dev branches when certain folders are not changed,Check branch name using environment variable;,Use Circle CI env var.,1,,Check branch name using Circle CI environment variable;,HALT,Remaining steps,0,,Remaining steps,,,If the branch being tested starts with ui/ or docs/ we want to exit the job without failing,https://github.com/hashicorp/vault,test-go-remote-docker,hashicorp/vault,test-go-remote-docker,"[[ ""$CIRCLE_BRANCH"" = ui/* || ""$CIRCLE_BRANCH"" = docs/* ]] && {",,0.641375134,0.648068772,0.846791878,0.536384789,1426,15651861130510961388,1516,543,TRUE
63,https://github.com/hashicorp/vault,windows_386_package,hashicorp/vault,windows_386_package,#N/A,"Skip testing for specific branches (e.g., ui)",Skip if the cache to build already exists,1,,,,,,Skip if the cache to build already exists,Check branch name using environment variable;,Use find command.,1,,Use find command.,HALT,Remaining steps,0,,Remaining steps,,,Check cache status,https://github.com/hashicorp/vault,windows_386_package,hashicorp/vault,windows_386_package,"if ! { PKG=$(find .buildcache/packages/store -maxdepth 1 -mindepth 1 -name '*.zip' 2> /dev/null) && [ -n ""$PKG"" ]; }; then",,0.186536998,0.186297063,0.325611365,0.047830814,1652,12851390282415188372,1756,677,TRUE
70,https://github.com/hashicorp/vault,windows_amd64_package,hashicorp/vault,windows_amd64_package,#N/A,"Skip testing for specific branches (e.g., ui)",Skip if the cache to build already exists,1,,,,,,Skip if the cache to build already exists,Check branch name using environment variable;,Use find command.,1,,Use find command.,HALT,Remaining steps,0,,Remaining steps,,,Check cache status,https://github.com/hashicorp/vault,windows_amd64_package,hashicorp/vault,windows_amd64_package,"if ! { PKG=$(find .buildcache/packages/store -maxdepth 1 -mindepth 1 -name '*.zip' 2> /dev/null) && [ -n ""$PKG"" ]; }; then",,0.2020664,0.245807547,0.379381495,0.131057493,1659,12247811349900514849,1764,682,TRUE
257,https://github.com/helm/charts,lint-scripts,helm/charts,lint-scripts,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,,Checkout code infrastructure transiant,,,,,,,0.23162377,0.252879194,0.692991712,0.150077392,44317,2786541074948874461,47145,2607,FALSE
164,https://github.com/home-assistant/core,pre-install-all-requirements,home-assistant/core,pre-install-all-requirements,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,,,https://github.com/home-assistant/core,pre-install-all-requirements,home-assistant/core,pre-install-all-requirements,,,0.08500886,0.091051895,0.10691725,0.078683643,4008,3881907180869759628,4263,1680,FALSE
169,https://github.com/home-assistant/core,pre-test 3.5.5,home-assistant/core,pre-test 3.5.5,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,,,https://github.com/home-assistant/core,pre-test 3.5.5,home-assistant/core,pre-test 3.5.5,,,0.126601086,0.107498579,0.147406947,0.045569397,4062,3218087717928429181,4321,1708,FALSE
183,https://github.com/home-assistant/core,pre-test 3.6,home-assistant/core,pre-test 3.6,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,,,https://github.com/home-assistant/core,pre-test 3.6,home-assistant/core,pre-test 3.6,,,0.14586365,0.139937487,0.250849581,0.077238417,4071,2054791404989102877,4330,1714,FALSE
147,https://github.com/home-assistant/core,pre-test 3.7,home-assistant/core,pre-test 3.7,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,,,https://github.com/home-assistant/core,pre-test 3.7,home-assistant/core,pre-test 3.7,,,0.143338101,0.124073642,0.164855529,0.08224799,4062,5244956754590953296,4321,1708,FALSE
276,https://github.com/InsightSoftwareConsortium/ITK,build,InsightSoftwareConsortium/ITK,build,#N/A,x,external ccache?,1,Speed up compilation by ccache,,,,,Speed up compilation by ccache,x,external ccache,1,Ccache,Ccache,x,Partial step,1,Partial step,Partial step,,,,,,,,,,0.252172563,0.255002965,0.504523787,0.039196309,1338,7357425934981504755,1423,249,FALSE
237,https://github.com/IntelLabs/coach,build_base,IntelLabs/coach,build_base,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,,cache,,,,,,,0.192813164,0.268474567,0.543595846,0.067825151,1339,16504685962136238859,1424,193,FALSE
284,https://github.com/istio/proxy,linux_asan,istio/proxy,linux_asan,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,,cache,,,,,,,0.262938959,0.246504158,0.72072432,0.028873313,1306,6576579046527777321,1388,228,FALSE
273,https://github.com/istio/proxy,linux_tsan,istio/proxy,linux_tsan,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,,cache,,,,,,,0.250801734,0.213064984,0.394525075,0.014804536,1326,11379940423252851938,1410,227,FALSE
252,https://github.com/istio/proxy,macos,istio/proxy,macos,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,,cache,,,,,,,0.224005055,0.246856725,0.759674335,0.01702461,2874,11838433742631681731,3056,237,FALSE
211,https://github.com/jumanjihouse/docker-aws,build-2,jumanjihouse/docker-aws,build-2,yes,Skip publishing for PR commits on master,Don't build if the image is already up to date.,1,,,,Don't build if the image is already up to date.,"May have non-accel skip, but also contain other accel",Don't build if the image is already up to date.,Check PR_number and branch name using environment variable;  ,Check custom env var.,△,,Check custom env var.,,partial step,?,,partial step,,,,https://github.com/jumanjihouse/docker-aws,build-2,jumanjihouse/docker-aws,build-2,if [[ ${UP2DATE} == true ]]; then,y,0.579817361,0.557895466,0.870763,0.328254779,11037,17825846619447930053,11740,744,FALSE
269,https://github.com/KaTeX/KaTeX,chrome,KaTeX/KaTeX,chrome,#N/A,Skip tests if only doc changes,Skip if only certain folders changed,0,,,,,,Skip if only certain folders changed,check git diff using grep,Use git diff to find changes,0,,Use git diff to find changes,,Remaining steps,0,,Remaining steps,,,,,,,,git diff --name-only 2f87ffda00720e57a6b7a8bd66119483b50dd852... | grep -qvE '^docs/|^static/|^website/|^LICENSE|\.md$' || circleci step halt,,0.247461797,0.308761144,0.83350829,0.113223168,2934,10297992234960339293,3121,413,FALSE
60,https://github.com/kindlyops/havengrc,flyway-build-job,kindlyops/havengrc,flyway-build-job,#N/A,Skip docker builds when specific components are not changed;Skip docker push for non-master branch,Skip if certain file has not changed.,△,,,,,,Skip docker builds when specific components are not changed;Skip docker push for non-master branch,Check git diff to find changes;Check branch name using environment variable;,"Use git diff
Use custom env var.",0,,Check git diff to find changes;Check branch name using environment variable;,HALT;SKIP,remaining steps,△,,remaining steps,,,Check services to build,https://github.com/kindlyops/havengrc,flyway-build-job,kindlyops/havengrc,flyway-build-job,"if [ ""$DEPLOY_FLYWAY"" = ""false"" ]; then",,0.596692231,0.416003389,0.838958174,0.127925519,1180,13077888544146708895,1254,182,TRUE
145,https://github.com/kindlyops/havengrc,havenapi-build-job,kindlyops/havengrc,havenapi-build-job,#N/A,Skip docker builds when specific components are not changed;Skip docker push for non-master branch,Skip if certain file has not changed.,△,,,,,,Skip docker builds when specific components are not changed;Skip docker push for non-master branch,Check git diff to find changes;Check branch name using environment variable;,"Use git diff
Use custom env var.",0,,Check git diff to find changes;Check branch name using environment variable;,HALT;SKIP,remaining steps,△,,remaining steps,,,Check services to build,https://github.com/kindlyops/havengrc,havenapi-build-job,kindlyops/havengrc,havenapi-build-job,"if [ ""$DEPLOY_FLYWAY"" = ""false"" ]; then",,0.76565422,0.595938329,0.977972849,0.037729291,1149,5527082742934646915,1222,180,TRUE
163,https://github.com/kindlyops/havengrc,keycloak-build-job,kindlyops/havengrc,keycloak-build-job,#N/A,Skip docker builds when specific components are not changed;Skip docker push for non-master branch,Skip if certain file has not changed.,△,,,,,,Skip docker builds when specific components are not changed;Skip docker push for non-master branch,Check git diff to find changes;Check branch name using environment variable;,"Use git diff
Use custom env var.",0,,Check git diff to find changes;Check branch name using environment variable;,HALT;SKIP,remaining steps,△,,remaining steps,,,Check services to build,https://github.com/kindlyops/havengrc,keycloak-build-job,kindlyops/havengrc,keycloak-build-job,"if [ ""$DEPLOY_FLYWAY"" = ""false"" ]; then",,0.70024769,0.474844203,0.775981506,0.071732897,1172,4006512409218825586,1246,185,TRUE
101,https://github.com/kindlyops/havengrc,webui-build-job,kindlyops/havengrc,webui-build-job,#N/A,Skip docker builds when specific components are not changed;Skip docker push for non-master branch,Skip if certain file has not changed.,△,,,,,,Skip docker builds when specific components are not changed;Skip docker push for non-master branch,Check git diff to find changes;Check branch name using environment variable;,"Use git diff
Use custom env var.",0,,Check git diff to find changes;Check branch name using environment variable;,HALT;SKIP,remaining steps,△,,remaining steps,,,Check services to build,https://github.com/kindlyops/havengrc,webui-build-job,kindlyops/havengrc,webui-build-job,"if [ ""$DEPLOY_FLYWAY"" = ""false"" ]; then",,0.667065826,0.516689781,0.863147254,0,1134,9794615078222971353,1206,179,TRUE
3,https://github.com/koreader/koreader,build,koreader/koreader,build,#N/A,x,x,0,,,,,caching,x,?,,?,,x,,,?,,x,https://github.com/koreader/koreader/blob/8991ec1372b47672bbb462f3007bfe0a117a3891/Makefile,cache only,,https://github.com/koreader/koreader,build,koreader/koreader,build,,,0.139510686,0.130352102,0.188656443,0.066444097,1938,18129561801304823031,2060,185,FALSE
179,https://github.com/livepeer/go-livepeer,build-builder,livepeer/go-livepeer,build-builder,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,cache only,,https://github.com/livepeer/go-livepeer,build-builder,livepeer/go-livepeer,build-builder,,,0.107248242,0.126320426,0.425408535,0.004294319,2432,2320128178629190298,2586,289,FALSE
13,https://github.com/mapfish/mapfish-print,build,mapfish/mapfish-print,build,no,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,,,https://github.com/mapfish/mapfish-print,build,mapfish/mapfish-print,build,,,0.671585468,0.659725536,0.882054231,0.462190511,1877,17107494577147534678,1995,240,TRUE
272,https://github.com/ministryofjustice/cla_public,build,ministryofjustice/cla_public,build,#N/A,x,x?,0,,,,,,x,x,x,0,,x,x,x,0,,x,,,remote infrustracture states,,,,,,,0.248986921,0.418235554,1.041019904,0.069059278,2097,6107560785040621304,2230,217,FALSE
71,https://github.com/mne-tools/mne-python,build_docs,mne-tools/mne-python,build_docs,#N/A,Skip test-doc when gitlog has specific words,x,1,Skip test commands under specific build condition,,,,,Skip test commands under specific build condition,Check git log to find words,,1,Check build process when the build touches html docs,Check build process when the build touches html docs,SKIP,,1,Step,Step,,cache only,,https://github.com/mne-tools/mne-python,build_docs,mne-tools/mne-python,build_docs,,,0.131423054,0.187924256,0.896588711,0.057024149,7700,12178288611247367976,8190,501,FALSE
213,https://github.com/mui-org/material-ui,test_material-ui-x,mui-org/material-ui,test_material-ui-x,yes,Skip testing when specific components are not changed ,Skip if certain folder has not changed.,△,Skip running test scripts when certain folders are not changed,yarn test,,,,Skip running test scripts when certain folders are not changed,Use git log to find changes in specific files,Use git commands.,0,,Use git log to find changes in specific files,SKIP,step,0,,Step,,,,https://github.com/mui-org/material-ui,test_material-ui-x,mui-org/material-ui,test_material-ui-x,if [ $FOLDER_COMMIT = $LATEST_COMMIT ]; then,y,0.653030928,0.517658622,0.762449698,0,9239,18321346569187372655,9828,1254,FALSE
191,https://github.com/openSUSE/open-build-service,feature,openSUSE/open-build-service,feature,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,"CIRCLE_CI_NODE: For jobs that run with parallelism enabled, this is the index of the current parallel run. The value ranges from 0 to (CIRCLE_NODE_TOTAL - 1)",,"Run different tests, but no acceleration",https://github.com/openSUSE/open-build-service,feature,openSUSE/open-build-service,feature,,,0.782058795,0.685190844,0.828636708,0.478157405,1406,845445041385754681,1494,353,TRUE
135,https://github.com/openSUSE/open-build-service,rspec,openSUSE/open-build-service,rspec,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,,"Run different tests, but no acceleration",https://github.com/openSUSE/open-build-service,rspec,openSUSE/open-build-service,rspec,,,0.676343015,0.65350484,0.9577474,0.275453295,6923,6238886488242602491,7364,437,TRUE
188,https://github.com/OpenZeppelin/openzeppelin-contracts,coverage,OpenZeppelin/openzeppelin-contracts,coverage,#N/A,x,x,0,,,,,,x,x,x,0,,x,x,x,0,,x,,,,https://github.com/OpenZeppelin/openzeppelin-contracts,coverage,OpenZeppelin/openzeppelin-contracts,coverage,,,0.140705561,0.266871047,0.675075067,0.01228008,1275,1505373590892513818,1355,159,FALSE
154,https://github.com/oppia/oppia,e2e_library_and_collections,oppia/oppia,e2e_library_and_collections,#N/A,Skip builds for PR commtis updating release changelog,Skip on certain branches,△,,,,Skip builds for PR commtis updating release changelog,"Similar branch, may be accel.",Skip builds for PR commtis updating release changelog,Access to Github page (API),"Use Circle CI env var.
Use GitHub API",△,Skip PR from certain branch,Use Circle CI env var.;Use GitHub API,HALT,Remaining steps,0,,Remaining steps,,,Skip build for release changelog update PRs,https://github.com/oppia/oppia,e2e_library_and_collections,oppia/oppia,e2e_library_and_collections,"if [[ -n ${CIRCLE_PULL_REQUEST} ]] && [[ ""$PR_BRANCH"" == update-changelog-for-release* ]]; then",,0.716108638,0.675243495,0.809605331,0.510376274,4148,4874414920864109682,4412,920,TRUE
24,https://github.com/oppia/oppia,e2e_navigation_and_misc,oppia/oppia,e2e_navigation_and_misc,#N/A,Skip builds for PR commtis updating release changelog,Skip on certain branches,△,,,,,,Skip builds for PR commtis updating release changelog,Access to Github page (API),"Use Circle CI env var.
Use GitHub API",△,,Use Circle CI env var.;Use GitHub API,HALT,Remaining steps,0,,Remaining steps,,,Skip build for release changelog update PRs,https://github.com/oppia/oppia,e2e_navigation_and_misc,oppia/oppia,e2e_navigation_and_misc,"if [[ -n ${CIRCLE_PULL_REQUEST} ]] && [[ ""$PR_BRANCH"" == update-changelog-for-release* ]]; then",,0.752234071,0.708666742,0.793242901,0.543497717,4775,15889089868241620176,5078,1118,TRUE
168,https://github.com/oppia/oppia,e2e_non_prod_miscellaneous_tests,oppia/oppia,e2e_non_prod_miscellaneous_tests,#N/A,Skip builds for PR commtis updating release changelog,Skip on certain branches,△,,,,,,Skip builds for PR commtis updating release changelog,Access to Github page (API),"Use Circle CI env var.
Use GitHub API",△,,Use Circle CI env var.;Use GitHub API,HALT,Remaining steps,0,,Remaining steps,,,Skip build for release changelog update PRs,https://github.com/oppia/oppia,e2e_non_prod_miscellaneous_tests,oppia/oppia,e2e_non_prod_miscellaneous_tests,"if [[ -n ${CIRCLE_PULL_REQUEST} ]] && [[ ""$PR_BRANCH"" == update-changelog-for-release* ]]; then",,0.727067629,0.679811591,0.794337704,0.524992686,2424,3320796515441106086,2577,666,TRUE
194,https://github.com/oppia/oppia,e2e_non_prod_new_structure_tests,oppia/oppia,e2e_non_prod_new_structure_tests,#N/A,Skip builds for PR commtis updating release changelog,Skip on certain branches,△,,,,,,Skip builds for PR commtis updating release changelog,Access to Github page (API),"Use Circle CI env var.
Use GitHub API",△,,Use Circle CI env var.;Use GitHub API,HALT,Remaining steps,0,,Remaining steps,,,Skip build for release changelog update PRs,https://github.com/oppia/oppia,e2e_non_prod_new_structure_tests,oppia/oppia,e2e_non_prod_new_structure_tests,"if [[ -n ${CIRCLE_PULL_REQUEST} ]] && [[ ""$PR_BRANCH"" == update-changelog-for-release* ]]; then",,0.641897322,0.584972278,0.938144325,0.175246483,1803,513097753151314006,1917,490,TRUE
104,https://github.com/oppia/oppia,e2e_non_prod_tests,oppia/oppia,e2e_non_prod_tests,#N/A,Skip builds for PR commtis updating release changelog,Skip on certain branches,△,,,,,,Skip builds for PR commtis updating release changelog,Access to Github page (API),"Use Circle CI env var.
Use GitHub API",△,,Use Circle CI env var.;Use GitHub API,HALT,Remaining steps,0,,Remaining steps,,,Skip build for release changelog update PRs,https://github.com/oppia/oppia,e2e_non_prod_tests,oppia/oppia,e2e_non_prod_tests,"if [[ -n ${CIRCLE_PULL_REQUEST} ]] && [[ ""$PR_BRANCH"" == update-changelog-for-release* ]]; then",,0.651615683,0.543556839,0.651615683,0.291452877,1508,9575735280470182253,1604,799,TRUE
26,https://github.com/oppia/oppia,e2e_users,oppia/oppia,e2e_users,#N/A,Skip builds for PR commtis updating release changelog,Skip on certain branches,△,,,,,,Skip builds for PR commtis updating release changelog,Access to Github page (API),"Use Circle CI env var.
Use GitHub API",△,,Use Circle CI env var.;Use GitHub API,HALT,Remaining steps,0,,Remaining steps,,,Skip build for release changelog update PRs,https://github.com/oppia/oppia,e2e_users,oppia/oppia,e2e_users,"if [[ -n ${CIRCLE_PULL_REQUEST} ]] && [[ ""$PR_BRANCH"" == update-changelog-for-release* ]]; then",,0.719266133,0.689233499,0.81512557,0.569606824,4478,15870781842794415195,4763,884,TRUE
187,https://github.com/pilosa/pilosa,dockerhub-upload,pilosa/pilosa,dockerhub-upload,#N/A,Skip docker builds for PR commits,Skip if PR,0,,,,x,May not be accel,x,Check PR_number using environment variable;  ,Use Circle CI env var.,0,,x,HALT,Remaining steps,0,,x,,,,https://github.com/pilosa/pilosa,dockerhub-upload,pilosa/pilosa,dockerhub-upload,run: '[[ -v CIRCLE_PR_NUMBER ]] && circleci step halt || true',,0.104959644,0.125839697,0.33979347,0,960,1616997568629873463,1021,126,FALSE
151,https://github.com/poldracklab/fmriprep,build,poldracklab/fmriprep,build,#N/A,Skip docker push when only documents are modified,Skip only docs build.,0,,,,,,Skip docker push when only documents are modified,Check git log to check commit messages,Use git command and check keyword,0,,Use git command and check keyword,HALT,Remaining steps,0,,Remaining steps,,,Check whether build should be skipped,https://github.com/poldracklab/fmriprep,build,poldracklab/fmriprep,build,"if [[ ""$( git log --format='format:%s' -n 1 $CIRCLE_SHA1 | grep -i -E '^docs?(\(\w+\))?:' )"" != """" ]]; then",,0.40310621,0.418695259,0.789781536,0.070987576,1272,5027648263196781261,1352,79,TRUE
139,https://github.com/poldracklab/fmriprep,build_docs,poldracklab/fmriprep,build_docs,#N/A,Skip docker push when developers specified to skip the build,Skip if git log contains certain keyword,0,,,,,,Skip docker push when developers specified to skip the build,Check git log to check commit messages,Use git command and check keyword,0,,Use git command and check keyword,HALT,Remaining steps,0,,Remaining steps,There is nofasttrack,,Check whether build should be skipped,https://github.com/poldracklab/fmriprep,build_docs,poldracklab/fmriprep,build_docs,"if [[ ""$( git log --format=oneline -n 1 $CIRCLE_SHA1 | grep -i -E '\[skip[ _]?docs\]' )"" != """" ]]; then",,0.696195862,0.573896396,0.94027633,0,1133,5948137491496993529,1205,78,TRUE
